,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
466,MLS Listing,,Townhouse,335 Riverside Dr,New York,NY,10025.0,15998000.0,8.0,7.5,Upper West Side,8000.0,2018.0,1901.0,1.0,2000.0,,Active,,,https://www.redfin.com/NY/New-York/335-Riverside-Dr-10025/home/45305353,REBNY,OLRS-0021773,N,Y,40.8019332,-73.9701239
467,MLS Listing,,Condo/Co-op,15 W 108th St #2,,NY,10025.0,320000.0,1.0,1.0,Manhattan Valley,,,,1.0,,453.0,Active,,,https://www.redfin.com/NY/New-York/15-W-108th-St-10025/unit-2/home/69442915,REBNY,RLMX-00382002245507,N,Y,40.7999377,-73.9598843
468,MLS Listing,,Condo/Co-op,878 W End Ave Unit 8C,New York,NY,10025.0,799000.0,1.0,1.0,Upper West Side,,4880.0,1922.0,1.0,,1166.0,Active,April-23-2023 01:30 PM,April-23-2023 02:30 PM,https://www.redfin.com/NY/New-York/878-W-End-Ave-10025/unit-8C/home/185182658,REBNY,PRCH-7553389,N,Y,40.7994647,-73.9698484
469,MLS Listing,,Condo/Co-op,50 W 106th St Unit 15B,New York,NY,10025.0,615000.0,1.0,1.0,Manhattan Valley,600.0,3819.0,1928.0,2.0,1025.0,889.0,Active,April-23-2023 01:00 PM,April-23-2023 02:30 PM,https://www.redfin.com/NY/New-York/50-W-106th-St-10025/unit-15B/home/45163909,REBNY,PRCH-7551361,N,Y,40.7985989,-73.9618588
470,MLS Listing,,Condo/Co-op,245 W 99th St Unit 4A,New York,NY,10025.0,3565000.0,4.0,3.0,Upper West Side,2346.0,23908.0,2007.0,2.0,1520.0,3541.0,Active,,,https://www.redfin.com/NY/New-York/245-W-99th-St-10025/unit-4A/home/45209299,REBNY,RPLU-33422376838,N,Y,40.7971978,-73.9707208
471,MLS Listing,,Condo/Co-op,885 W End Ave Unit 3-D,New York,NY,10025.0,1450000.0,3.0,2.5,Upper West Side,,10092.0,1915.0,3.0,,2276.0,Active,April-23-2023 12:30 PM,April-23-2023 02:00 PM,https://www.redfin.com/NY/New-York/885-W-End-Ave-10025/unit-3D/home/45186398,REBNY,OLRS-1310997,N,Y,40.8000117,-73.9701698
472,MLS Listing,,Condo/Co-op,325 Riverside Dr #2,New York,NY,10025.0,1250000.0,2.0,2.0,Upper West Side,,8000.0,1919.0,3.0,,2218.0,Active,April-23-2023 11:30 AM,April-23-2023 01:00 PM,https://www.redfin.com/NY/New-York/325-Riverside-Dr-10025/unit-2/home/45169854,REBNY,OLRS-00011289651,N,Y,40.8013792,-73.9704759
473,MLS Listing,,Multi-Family (2-4 Unit),238 W 101st St,New York,NY,10025.0,3150000.0,0.0,,Upper West Side,3744.0,1716.0,1892.0,3.0,841.0,,Active,April-22-2023 10:30 AM,April-22-2023 12:00 PM,https://www.redfin.com/NY/New-York/238-W-101st-St-10025/home/45304142,REBNY,OLRS-0026195,N,Y,40.798028,-73.9703017
474,MLS Listing,,Condo/Co-op,275 W 96th St Unit 10G,New York,NY,10025.0,1395000.0,2.0,2.0,Upper West Side,917.0,37843.0,1983.0,3.0,1521.0,1183.0,Active,,,https://www.redfin.com/NY/New-York/275-W-96th-St-10025/unit-10G/home/45303780,REBNY,PRCH-7549687,N,Y,40.7950997,-73.9721543
475,MLS Listing,,Condo/Co-op,527 CATHEDRAL Pkwy #36,New York,NY,10025.0,1295000.0,2.0,2.0,Morningside Heights,,10833.0,1910.0,4.0,,1184.0,Active,,,https://www.redfin.com/NY/New-York/527-W-110th-St-10025/unit-36/home/45305127,REBNY,RPLU-33422412334,N,Y,40.803906,-73.965202
476,MLS Listing,,Condo/Co-op,245 W 99th St Unit 12B,New York,NY,10025.0,4500000.0,4.0,3.5,Upper West Side,2725.0,23908.0,2007.0,4.0,1651.0,3964.0,Active,April-23-2023 01:00 PM,April-23-2023 02:30 PM,https://www.redfin.com/NY/New-York/245-W-99th-St-10025/unit-12B/home/45209294,REBNY,PRCH-7550565,N,Y,40.7971978,-73.9707208
477,MLS Listing,,Condo/Co-op,120 Manhattan Ave Unit 2A,New York,NY,10025.0,1150000.0,2.0,2.0,Manhattan Valley,1300.0,1208.0,1886.0,7.0,885.0,700.0,Active,,,https://www.redfin.com/NY/New-York/120-Manhattan-Ave-10025/unit-2A/home/180919927,REBNY,PRCH-7549386,N,Y,40.7976799,-73.9619047
478,MLS Listing,,Condo/Co-op,160 W 95th St Unit 4-D,New York,NY,10025.0,1775000.0,3.0,1.5,Upper West Side,1300.0,8560.0,1914.0,7.0,1365.0,1951.0,Active,April-23-2023 11:00 AM,April-23-2023 12:00 PM,https://www.redfin.com/NY/New-York/160-W-95th-St-10025/unit-4D/home/105883952,REBNY,OLRS-1044895,N,Y,40.7928838,-73.9702157
479,MLS Listing,,Condo/Co-op,310 W 106th St Unit 1B,New York,NY,10025.0,850000.0,2.0,1.0,Upper West Side,1000.0,8484.0,1926.0,7.0,850.0,1838.0,Active,,,https://www.redfin.com/NY/New-York/310-W-106th-St-10025/unit-1B/home/175747697,REBNY,RPLU-33422412264,N,Y,40.8017778,-73.9695729
480,MLS Listing,,Condo/Co-op,230 Riverside Dr Unit 8A,New York,NY,10025.0,1895000.0,2.0,2.0,Upper West Side,1153.0,16028.0,1930.0,8.0,1644.0,1350.0,Active,,,https://www.redfin.com/NY/New-York/230-Riverside-Dr-10025/unit-8A/home/45196004,REBNY,RPLU-33422408722,N,Y,40.7954592,-73.9753123
481,MLS Listing,,Condo/Co-op,250 W 94th St Unit 4J,New York,NY,10025.0,775000.0,1.0,1.0,Upper West Side,850.0,22660.0,1925.0,8.0,912.0,1652.0,Active,April-22-2023 11:30 AM,April-22-2023 02:00 PM,https://www.redfin.com/NY/New-York/250-W-94th-St-10025/unit-4J/home/45180038,REBNY,RPLU-33422337197,N,Y,40.7934177,-73.9734298
482,MLS Listing,,Condo/Co-op,245 W 99th St Unit 7A,New York,NY,10025.0,3595000.0,4.0,3.0,Upper West Side,2349.0,23908.0,2007.0,9.0,1530.0,3576.0,Active,April-23-2023 01:00 PM,April-23-2023 02:30 PM,https://www.redfin.com/NY/New-York/245-W-99th-St-10025/unit-7A/home/45209301,REBNY,RPLU-33422369288,N,Y,40.7971978,-73.9707208
483,MLS Listing,,Condo/Co-op,308 W 106th St Unit 2F,New York,NY,10025.0,670000.0,0.0,1.0,Upper West Side,,2018.0,1899.0,9.0,,939.0,Active,,,https://www.redfin.com/NY/New-York/308-W-106th-St-10025/unit-2F/home/147794318,REBNY,RLMX-88571,N,Y,40.8017019,-73.9693777
484,MLS Listing,,Condo/Co-op,12 W 96th St Unit 6E,New York,NY,10025.0,1775000.0,3.0,2.0,Upper West Side,1495.0,10570.0,1929.0,9.0,1187.0,3002.0,Active,,,https://www.redfin.com/NY/New-York/12-W-96th-St-10025/unit-6E/home/115480862,REBNY,RPLU-33422407617,N,Y,40.7917143,-73.9654805
485,MLS Listing,,Condo/Co-op,222 Riverside Dr Unit 12-F,New York,NY,10025.0,725000.0,0.0,1.0,Upper West Side,550.0,12125.0,1988.0,10.0,1318.0,804.0,Active,April-23-2023 01:00 PM,April-23-2023 02:00 PM,https://www.redfin.com/NY/New-York/222-Riverside-Dr-10025/unit-12F/home/45276443,REBNY,OLRS-2031698,N,Y,40.7948367,-73.9758174
486,MLS Listing,,Condo/Co-op,12 W 96th St Unit 5A,New York,NY,10025.0,2575000.0,3.0,2.0,Upper West Side,2175.0,10570.0,1929.0,10.0,1184.0,3945.0,Active,,,https://www.redfin.com/NY/New-York/12-W-96th-St-10025/unit-5A/home/178299551,REBNY,RPLU-33421596975,N,Y,40.7917143,-73.9654805
487,MLS Listing,,Condo/Co-op,732 W End Ave #3,New York,NY,10025.0,2250000.0,3.0,3.0,Upper West Side,1777.0,3127.0,2011.0,10.0,1266.0,2310.0,Active,April-23-2023 12:00 PM,April-23-2023 01:30 PM,https://www.redfin.com/NY/New-York/732-W-End-Ave-10025/unit-3/home/105855227,REBNY,OLRS-00011248408,N,Y,40.7948761,-73.9731084
488,MLS Listing,,Condo/Co-op,455 Central Park W Unit 23A,New York,NY,10025.0,3395000.0,3.0,3.5,Manhattan Valley,2083.0,42586.0,2002.0,11.0,1630.0,3830.0,Active,April-23-2023 01:00 PM,April-23-2023 02:00 PM,https://www.redfin.com/NY/New-York/455-Central-Park-W-10025/unit-23A/home/45135865,REBNY,RPLU-33422351701,N,Y,40.7978157,-73.9608256
489,MLS Listing,,Condo/Co-op,235 W 102nd St Unit 8-EE,New York,NY,10025.0,339000.0,0.0,1.0,Manhattan Valley,,16248.0,1927.0,11.0,,711.0,Active,,,https://www.redfin.com/NY/New-York/235-W-102nd-St-10025/unit-8EE/home/59312985,REBNY,OLRS-241532,N,Y,40.7988135,-73.9694733
490,MLS Listing,,Condo/Co-op,301 W 108th St Unit 6-AB,New York,NY,10025.0,2595000.0,4.0,2.0,Upper West Side,2024.0,20183.0,1904.0,11.0,1282.0,3749.0,Active,April-23-2023 12:00 PM,April-23-2023 01:30 PM,https://www.redfin.com/NY/New-York/301-W-108th-St-10025/unit-6-AB/home/185016413,REBNY,OLRS-2031388,N,Y,40.8033475,-73.9680691
491,MLS Listing,,Condo/Co-op,250 W 96th St Unit 15-B,New York,NY,10025.0,2650000.0,2.0,2.0,Upper West Side,1281.0,12588.0,1968.0,15.0,2069.0,1801.0,Active,,,https://www.redfin.com/NY/New-York/250-W-96th-St-10025/unit-15-B/home/184981925,REBNY,OLRS-2031082,N,Y,40.7945742,-73.9723821
492,MLS Listing,,Condo/Co-op,782 W End Ave Ph -1,New York,NY,10025.0,799000.0,2.0,1.0,Upper West Side,,5042.0,1912.0,15.0,,1672.0,Active,,,https://www.redfin.com/NY/New-York/782-W-End-Ave-10025/unit-1/home/45329137,REBNY,OLRS-0001913245,N,Y,40.7964994,-73.9717768
493,MLS Listing,,Condo/Co-op,4-6 W 105th St Unit 1-F,New York,NY,10025.0,310000.0,0.0,1.0,Manhattan Valley,,5046.0,1900.0,16.0,,586.0,Active,,,https://www.redfin.com/NY/New-York/4-W-105th-St-10025/unit-1F/home/178442865,REBNY,OLRS-2030823,N,Y,40.7974212,-73.96117
494,MLS Listing,,Condo/Co-op,310 Riverside Dr #1219,New York,NY,10025.0,385000.0,0.0,1.0,Upper West Side,,13518.0,1928.0,16.0,,640.0,Active,April-23-2023 12:00 PM,April-23-2023 01:00 PM,https://www.redfin.com/NY/New-York/310-Riverside-Dr-10025/unit-1219/home/184951958,REBNY,RPLU-33422386487,N,Y,40.8004988,-73.9710192
495,MLS Listing,,Condo/Co-op,380 Riverside Dr Unit 2LM,New York,NY,10025.0,3100000.0,4.0,2.5,Morningside Heights,,24800.0,1906.0,17.0,,4230.0,Active,April-23-2023 03:00 PM,April-23-2023 04:30 PM,https://www.redfin.com/NY/New-York/380-Riverside-Dr-10025/unit-2LM/home/184945704,REBNY,RPLU-33421758274,N,Y,40.8050797,-73.9674377
496,MLS Listing,,Condo/Co-op,327 Central Park W Unit 6-E,New York,NY,10025.0,1100000.0,1.0,1.0,Upper West Side,900.0,9464.0,1928.0,17.0,1222.0,1272.0,Active,April-23-2023 02:30 PM,April-23-2023 03:30 PM,https://www.redfin.com/NY/New-York/327-West-Dr-Unknown/unit-6-E/home/183809123,REBNY,OLRS-0001168841,N,Y,40.789721,-73.966556
497,MLS Listing,,Townhouse,263 W 93rd St,New York,NY,10025.0,7950000.0,4.0,6.0,Upper West Side,5955.0,1611.0,1897.0,17.0,1335.0,,Active,,,https://www.redfin.com/NY/New-York/263-W-93rd-St-10025/home/45275265,REBNY,RPLU-33422391361,N,Y,40.7932632,-73.9739467
498,MLS Listing,,Condo/Co-op,310 Riverside Dr #1118,New York,NY,10025.0,365000.0,0.0,1.0,Upper West Side,,13518.0,1928.0,17.0,,560.0,Active,April-23-2023 11:00 AM,April-23-2023 12:00 PM,https://www.redfin.com/NY/New-York/310-Riverside-Dr-10025/unit-1118/home/184935529,REBNY,OLRS-2030607,N,Y,40.8004988,-73.9710192
499,MLS Listing,,Condo/Co-op,645 W End Ave Unit 10-F,New York,NY,10025.0,2250000.0,2.0,2.0,Upper West Side,1600.0,13410.0,1912.0,18.0,1406.0,3239.0,Active,April-23-2023 01:00 PM,April-23-2023 02:30 PM,https://www.redfin.com/NY/New-York/645-W-End-Ave-10025/unit-10F/home/45153161,REBNY,OLRS-187079,N,Y,40.7926408,-73.9754271
500,MLS Listing,,Condo/Co-op,310 W 106th St Unit 9-E,New York,NY,10025.0,750000.0,1.0,1.0,Upper West Side,,8484.0,1926.0,18.0,,2242.0,Active,,,https://www.redfin.com/NY/New-York/310-W-106th-St-10025/unit-9E/home/45204142,REBNY,OLRS-46286,N,Y,40.8017778,-73.9695729
501,MLS Listing,,Condo/Co-op,333 Central Park W #66,New York,NY,10025.0,3950000.0,4.0,2.5,Upper West Side,2550.0,19950.0,1909.0,18.0,1549.0,4098.0,Active,,,https://www.redfin.com/NY/New-York/333-Central-Park-W-10025/unit-66/home/145648424,REBNY,OLRS-2030322,N,Y,40.7900987,-73.9663587
502,MLS Listing,,Condo/Co-op,235 W 102nd St Unit 9-L,New York,NY,10025.0,390000.0,0.0,1.0,Manhattan Valley,,16248.0,1927.0,21.0,,905.0,Active,,,https://www.redfin.com/NY/New-York/235-W-102nd-St-10025/unit-9L/home/66773716,REBNY,OLRS-1368437,N,Y,40.7988135,-73.9694733
503,MLS Listing,,Condo/Co-op,250 W 103rd St Unit 9D,New York,NY,10025.0,949000.0,2.0,1.0,Upper West Side,,7266.0,1916.0,21.0,,1634.0,Active,April-22-2023 12:00 PM,April-22-2023 01:00 PM,https://www.redfin.com/NY/New-York/250-W-103rd-St-10025/unit-9D/home/45210864,REBNY,RLMX-88322,N,Y,40.7992102,-73.9695499
504,MLS Listing,,Condo/Co-op,41 W 96th St Unit 13-B,New York,NY,10025.0,1495000.0,2.0,2.5,Manhattan Valley,,8384.0,1926.0,21.0,,3542.0,Active,,,https://www.redfin.com/NY/New-York/41-W-96th-St-10025/unit-13B/home/105883219,REBNY,OLRS-1980467,N,Y,40.7926602,-73.9663357
505,MLS Listing,,Condo/Co-op,380 Riverside Dr Unit 3-FG,New York,NY,10025.0,1595000.0,4.0,2.0,Morningside Heights,,24800.0,1906.0,21.0,,2841.0,Active,,,https://www.redfin.com/NY/New-York/380-Riverside-Dr-10025/unit-3FG/home/183290460,REBNY,OLRS-2030126,N,Y,40.8050797,-73.9674377
506,MLS Listing,,Condo/Co-op,215 W 98th St Unit 4F,New York,NY,10025.0,1525000.0,3.0,2.0,Manhattan Valley,,19710.0,1910.0,21.0,,3236.0,Active,,,https://www.redfin.com/NY/New-York/215-W-98th-St-10025/unit-4F/home/174305477,REBNY,RPLU-753822385232,N,Y,40.7958454,-73.9702391
507,MLS Listing,,Condo/Co-op,771 W End Ave Unit 11B,New York,NY,10025.0,1995000.0,3.0,2.5,Upper West Side,,12600.0,1914.0,21.0,,3903.0,Active,April-22-2023 02:00 PM,April-22-2023 03:00 PM,https://www.redfin.com/NY/New-York/771-W-End-Ave-10025/unit-11B/home/184902649,REBNY,RPLU-33422355518,N,Y,40.7963725,-73.9728607
508,MLS Listing,,Condo/Co-op,215 W 98th St Unit 8A,New York,NY,10025.0,2595000.0,3.0,2.5,Manhattan Valley,2180.0,19710.0,1910.0,22.0,1190.0,4512.0,Active,April-23-2023 01:00 PM,April-23-2023 02:30 PM,https://www.redfin.com/NY/New-York/215-W-98th-St-10025/unit-8A/home/45185608,REBNY,RPLU-33422381502,N,Y,40.7958454,-73.9702391
509,MLS Listing,,Condo/Co-op,300 W 108th St Unit 5D,New York,NY,10025.0,899500.0,2.0,1.0,Upper West Side,,10000.0,1924.0,23.0,,2230.0,Active,April-23-2023 12:30 PM,April-23-2023 02:30 PM,https://www.redfin.com/NY/New-York/300-W-108th-St-10025/unit-5D/home/45187415,REBNY,RPLU-33422372241-27,N,Y,40.8029933,-73.9680866
510,MLS Listing,,Condo/Co-op,244 Riverside Dr Unit 4-A,New York,NY,10025.0,799000.0,2.0,2.0,Upper West Side,964.0,7597.0,1906.0,24.0,829.0,1581.0,Active,,,https://www.redfin.com/NY/New-York/244-Riverside-Dr-10025/unit-4-A/home/184867261,REBNY,OLRS-2029660,N,Y,40.7962544,-73.9740851
511,MLS Listing,,Condo/Co-op,309 W 93rd St Unit 7-B,New York,NY,10025.0,1995000.0,4.0,2.0,Upper West Side,,6292.0,1901.0,24.0,,2239.0,Active,April-23-2023 12:00 PM,April-23-2023 01:00 PM,https://www.redfin.com/NY/New-York/309-W-93rd-St-10025/unit-7B/home/45180190,REBNY,OLRS-00011604213,N,Y,40.793855,-73.97528
512,MLS Listing,,Condo/Co-op,250 W 96th St Unit 5-B,New York,NY,10025.0,1405000.0,1.0,1.5,Upper West Side,734.0,12588.0,1968.0,24.0,1914.0,1032.0,Active,April-23-2023 10:00 AM,April-23-2023 04:00 PM,https://www.redfin.com/NY/New-York/250-W-96th-St-10025/unit-5-B/home/184865758,REBNY,OLRS-2029600,N,Y,40.7945742,-73.9723821
513,MLS Listing,,Condo/Co-op,615 W 113th St #85,New York,NY,10025.0,580000.0,1.0,1.0,Morningside Heights,,5000.0,1906.0,24.0,,1025.0,Active,,,https://www.redfin.com/NY/New-York/615-W-113th-St-10025/unit-85/home/115608058,REBNY,OLRS-1357622,N,Y,40.8067127,-73.9663128
514,MLS Listing,,Condo/Co-op,215 W 91ST St #55,New York,NY,10024.0,1150000.0,2.0,1.5,Upper West Side,910.0,15650.0,1917.0,24.0,1264.0,2984.0,Active,,,https://www.redfin.com/NY/New-York/215-W-91st-St-10024/unit-55/home/184863584,REBNY,OLRS-2029479,N,Y,40.7914958,-73.9734757
515,MLS Listing,,Condo/Co-op,251 W 98th St Unit 7B,New York,NY,10025.0,1775000.0,2.0,2.0,Upper West Side,1269.0,6307.0,1912.0,25.0,1399.0,945.0,Active,,,https://www.redfin.com/NY/New-York/251-W-98th-St-10025/unit-7B/home/45315283,REBNY,RPLU-833122321779,N,Y,40.7964538,-73.9714554
516,MLS Listing,,Condo/Co-op,310 W 99th St #406,New York,NY,10025.0,1100000.0,2.0,1.0,Upper West Side,,12000.0,1901.0,27.0,,2333.0,Active,April-23-2023 10:00 AM,April-23-2023 11:30 AM,https://www.redfin.com/NY/New-York/310-W-99th-St-10025/unit-406/home/172384206,REBNY,OLRS-2029143,N,Y,40.7974797,-73.9730437
517,MLS Listing,,Condo/Co-op,100 W 93rd St Unit 9K,New York,NY,10025.0,1100000.0,1.0,1.0,Upper West Side,753.0,40284.0,1973.0,28.0,1461.0,704.0,Active,,,https://www.redfin.com/NY/New-York/100-W-93rd-St-10025/unit-9K/home/45195956,REBNY,RPLU-33422349736,N,Y,40.7909115,-73.9695534
518,MLS Listing,,Condo/Co-op,100 W 93rd St Unit 4C,New York,NY,10025.0,1000000.0,1.0,1.0,Upper West Side,735.0,40284.0,1973.0,28.0,1361.0,670.0,Active,April-23-2023 01:30 PM,April-23-2023 03:00 PM,https://www.redfin.com/NY/New-York/100-W-93rd-St-10025/unit-4C/home/45192072,REBNY,RPLU-33422358384,N,Y,40.7909115,-73.9695534
519,MLS Listing,,Condo/Co-op,243 Riverside Dr #905,New York,NY,10025.0,1560000.0,2.0,2.0,Upper West Side,,5450.0,1909.0,29.0,,3051.0,Active,April-23-2023 01:30 PM,April-23-2023 03:00 PM,https://www.redfin.com/NY/New-York/243-Riverside-Dr-10025/unit-905/home/184796446,REBNY,RPLU-33422360638,N,Y,40.7961619,-73.9744811
520,MLS Listing,,Townhouse,51 W 95th St,New York,NY,10025.0,7150000.0,4.0,4.5,Upper West Side,3740.0,1812.0,1892.0,29.0,1912.0,,Active,April-22-2023 01:00 PM,April-22-2023 02:30 PM,https://www.redfin.com/NY/New-York/51-W-95th-St-10025/home/45272978,REBNY,OLRS-0028889,N,Y,40.7918625,-73.9667605
521,MLS Listing,,Condo/Co-op,292 Riverside Dr Unit 2-A,New York,NY,10025.0,780000.0,1.0,1.0,Upper West Side,,3252.0,1898.0,30.0,,1754.0,Active,April-23-2023 03:00 PM,April-23-2023 04:00 PM,https://www.redfin.com/NY/New-York/292-Riverside-Dr-10025/unit-2A/home/69095873,REBNY,OLRS-00011367497,N,Y,40.7992843,-73.9722262
522,MLS Listing,,Condo/Co-op,535 W 110th St Unit 12A,New York,NY,10025.0,565000.0,1.0,1.0,Morningside Heights,,15910.0,1922.0,30.0,,1488.0,Active,,,https://www.redfin.com/NY/New-York/535-W-110th-St-10025/unit-12A/home/45170024,REBNY,PRCH-5277522,N,Y,40.8039994,-73.9656699
523,MLS Listing,,Condo/Co-op,50 W 106th St Unit 11C,New York,NY,10025.0,850000.0,2.0,1.0,Manhattan Valley,,3819.0,1928.0,30.0,,1097.0,Active,,,https://www.redfin.com/NY/New-York/50-W-106th-St-10025/unit-11C/home/45200851,REBNY,RPLU-33422339442,N,Y,40.7985989,-73.9618588
524,MLS Listing,,Condo/Co-op,233 W 99th St Unit 6-D,New York,NY,10025.0,750000.0,1.0,1.0,Manhattan Valley,,5092.0,1930.0,30.0,,1536.0,Active,April-23-2023 01:30 PM,April-23-2023 03:00 PM,https://www.redfin.com/NY/New-York/233-W-99th-St-10025/unit-6D/home/45163687,REBNY,OLRS-00011530370,N,Y,40.7965499,-73.9698254
525,MLS Listing,,Condo/Co-op,175 W 95th St Unit 28D,New York,NY,10025.0,1335000.0,1.0,1.0,Upper West Side,708.0,,1971.0,31.0,1886.0,831.0,Active,,,https://www.redfin.com/NY/New-York/175-W-95th-St-10025/unit-28D/home/184679644,OneKey,H6238741,N,Y,40.7933409,-73.9704502
526,MLS Listing,,Condo/Co-op,111 W 106th St Unit 2R,New York,NY,10025.0,570000.0,2.0,1.0,111 West 106th Street Hd,750.0,2522.0,1910.0,32.0,760.0,917.0,Active,,,https://www.redfin.com/NY/New-York/111-W-106th-St-10025/unit-2R/home/177917111,OneKey,H6238438,N,Y,40.7997398,-73.9633741
527,MLS Listing,,Condo/Co-op,100 W 93rd St Unit 22-A,New York,NY,10025.0,696000.0,0.0,1.0,Upper West Side,550.0,40284.0,1973.0,35.0,1265.0,589.0,Active,,,https://www.redfin.com/NY/New-York/100-W-93rd-St-10025/unit-22A/home/45192083,REBNY,OLRS-604431,N,Y,40.7909115,-73.9695534
528,MLS Listing,,Condo/Co-op,285 Riverside Dr Unit 11C,New York,NY,10025.0,2049000.0,3.0,3.0,Upper West Side,1915.0,13517.0,1928.0,35.0,1070.0,3405.0,Active,April-23-2023 11:00 AM,April-23-2023 11:45 AM,https://www.redfin.com/NY/New-York/285-Riverside-Dr-10025/unit-11C/home/184734177,REBNY,RPLU-33422339466,N,Y,40.7989206,-73.9723967
529,MLS Listing,,Condo/Co-op,372 Central Park W Unit 17M,New York,NY,10025.0,1395000.0,1.0,1.0,Manhattan Valley,845.0,102811.0,1961.0,36.0,1651.0,660.0,Active,,,https://www.redfin.com/NY/New-York/372-Central-Park-W-10025/unit-17M/home/45301332,REBNY,RPLU-33422354195,N,Y,40.7929867,-73.964775
530,MLS Listing,,Townhouse,105 Manhattan Ave,New York,NY,10025.0,3895000.0,4.0,3.0,Manhattan Valley,2735.0,900.0,1890.0,37.0,1424.0,,Active,April-23-2023 03:00 PM,April-23-2023 04:00 PM,https://www.redfin.com/NY/New-York/105-Manhattan-Ave-10025/home/45302274,REBNY,RLMX-87930,N,Y,40.7976186,-73.9624901
531,MLS Listing,,Condo/Co-op,485 Central Park W Unit 6-K,New York,NY,10025.0,465000.0,1.0,1.0,Manhattan Valley,,10092.0,1910.0,37.0,,824.0,Active,,,https://www.redfin.com/NY/New-York/485-Central-Park-W-10025/unit-6K/home/45163915,REBNY,OLRS-180539,N,Y,40.7998943,-73.9591725
532,MLS Listing,,Condo/Co-op,800 W End Ave Unit 1G,New York,NY,10025.0,449000.0,0.0,1.0,Upper West Side,482.0,13458.0,1925.0,37.0,932.0,813.0,Active,,,https://www.redfin.com/NY/New-York/800-W-End-Ave-10025/unit-1G/home/184712587,REBNY,RPLU-33422341437,N,Y,40.7969298,-73.9716871
533,MLS Listing,,Condo/Co-op,924 W End Ave #104,New York,NY,10025.0,1650000.0,3.0,2.5,Upper West Side,,17270.0,1912.0,37.0,,3729.0,Active,,,https://www.redfin.com/NY/New-York/924-W-End-Ave-10025/unit-104/home/184711812,REBNY,RPLU-403622351349,N,Y,40.8009837,-73.9684502
534,MLS Listing,,Condo/Co-op,310 W 106th St Unit 6-C,New York,NY,10025.0,625000.0,1.0,1.0,Upper West Side,800.0,8484.0,1926.0,38.0,781.0,1966.0,Active,,,https://www.redfin.com/NY/New-York/310-W-106th-St-10025/unit-6C/home/53396562,REBNY,OLRS-2025058,N,Y,40.8017778,-73.9695729
535,MLS Listing,,Condo/Co-op,215 W 105th St Unit 3-DE,New York,NY,10025.0,1525000.0,3.0,2.0,Manhattan Valley,1700.0,7569.0,1938.0,38.0,897.0,3372.0,Active,April-23-2023 11:30 AM,April-23-2023 12:00 PM,https://www.redfin.com/NY/New-York/215-W-105th-St-10025/unit-3-DE/home/184703043,REBNY,OLRS-611118,N,Y,40.8001551,-73.9667851
536,MLS Listing,,Condo/Co-op,10-12 W 107th St Unit 2C,New York,NY,10025.0,400000.0,2.0,1.0,10-12 West 107th St Hdfc,,,1900.0,39.0,,600.0,Active,,,https://www.redfin.com/NY/New-York/1012-W-107th-St-10025/unit-2C/home/184648729,OneKey,H6236141,N,Y,40.8008544,-73.964631
537,MLS Listing,,Condo/Co-op,328 W 96th St Unit 5C,New York,NY,10025.0,595000.0,2.0,1.0,New York,,,1930.0,43.0,,1274.0,Active,,,https://www.redfin.com/NY/New-York/328-W-96th-St-10025/unit-5C/home/145283242,OneKey,H6236666,N,Y,40.7955171,-73.9745834
538,MLS Listing,,Condo/Co-op,301 W 108th St Unit 1-D,New York,NY,10025.0,1230000.0,2.0,2.0,Upper West Side,,20183.0,1904.0,43.0,,1374.0,Active,April-23-2023 12:00 PM,April-23-2023 01:30 PM,https://www.redfin.com/NY/New-York/301-W-108th-St-10025/unit-1D/home/63690577,REBNY,OLRS-1354092,N,Y,40.8033475,-73.9680691
539,MLS Listing,,Condo/Co-op,250 W 103rd St Unit 1E,New York,NY,10025.0,520000.0,1.0,1.0,Alexandria,,,1917.0,44.0,,914.0,Active,,,https://www.redfin.com/NY/New-York/250-W-103rd-St-10025/unit-1E/home/45185635,OneKey,3463256,N,Y,40.7992102,-73.9695499
540,MLS Listing,,Condo/Co-op,514 W 110th St Unit 3C,New York,NY,10025.0,1495000.0,2.0,2.5,New York,,,,44.0,,,Active,,,https://www.redfin.com/NY/New-York/514-W-110th-St-10025/unit-3C/home/45135757,OneKey,H6236275,N,Y,40.8033913,-73.9653256
541,MLS Listing,,Condo/Co-op,222 Riverside Dr Unit 12-E,New York,NY,10025.0,1095000.0,1.0,1.0,Upper West Side,965.0,12125.0,1988.0,45.0,1135.0,1457.0,Active,,,https://www.redfin.com/NY/New-York/222-Riverside-Dr-10025/unit-12E/home/45276476,REBNY,OLRS-1017152,N,Y,40.7948367,-73.9758174
