,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
80,MLS Listing,,Condo/Co-op,,New York,NY,10280.0,2190000.0,2.0,2.0,Battery Park,1096.0,23910.0,1987.0,709.0,1998.0,1904.0,Active,,,https://www.redfin.com/NY/New-York/Undisclosed-address-10280/home/45235259,REBNY,OLRS-1931532,N,Y,40.7091188,-74.0179251
81,MLS Listing,,Condo/Co-op,220 E 54th St Unit 8M,New York,NY,10022.0,450000.0,0.0,1.0,Midtown Central,450.0,15062.0,1962.0,1.0,1000.0,948.0,Active,April-23-2023 11:00 AM,April-23-2023 12:30 PM,https://www.redfin.com/NY/New-York/220-E-54th-St-10022/unit-8M/home/45153981,REBNY,RPLU-571722425535,N,Y,40.7577685,-73.9681993
82,MLS Listing,,Condo/Co-op,255 E 49th St Unit 4A,New York,NY,10017.0,800000.0,1.0,1.5,New York,891.0,,1984.0,1.0,898.0,993.0,Active,April-23-2023 03:15 PM,April-23-2023 04:15 PM,https://www.redfin.com/NY/New-York/255-E-49th-St-10017/unit-4A/home/45279776,OneKey,H6244298,N,Y,40.7545701,-73.9692417
83,MLS Listing,,Condo/Co-op,220 E 54th St Unit 11G,New York,NY,10022.0,799000.0,1.0,1.0,Midtown Central,850.0,15062.0,1962.0,4.0,940.0,2190.0,Active,,,https://www.redfin.com/NY/New-York/220-E-54th-St-10022/unit-11G/home/185144851,REBNY,PRCH-7550704,N,Y,40.7577685,-73.9681993
84,MLS Listing,,Condo/Co-op,300 E 54th St Unit 9-J,New York,NY,10022.0,948000.0,2.0,1.0,Sutton,,24809.0,1978.0,8.0,,1482.0,Active,April-23-2023 01:00 PM,April-23-2023 03:00 PM,https://www.redfin.com/NY/New-York/300-E-54th-St-10022/unit-9J/home/146159723,REBNY,OLRS-43526,N,Y,40.7571105,-73.96647
85,MLS Listing,,Condo/Co-op,250 E 53rd St #1801,New York,NY,10022.0,2200000.0,2.0,2.5,Turtle Bay,1578.0,10042.0,2006.0,9.0,1394.0,2389.0,Active,,,https://www.redfin.com/NY/New-York/250-E-53rd-St-10022/unit-1801/home/45209616,REBNY,PRCH-7547393,N,Y,40.7567573,-73.9675341
86,MLS Listing,,Condo/Co-op,333 E 53rd St Unit 8-ML,New York,NY,10022.0,995000.0,2.0,2.0,Sutton,,15163.0,1929.0,10.0,,2373.0,Active,April-23-2023 01:00 PM,April-23-2023 02:00 PM,https://www.redfin.com/NY/New-York/333-E-53rd-St-10022/unit-8ML/home/115267238,REBNY,OLRS-00011592075,N,Y,40.7563215,-73.9656283
87,MLS Listing,,Condo/Co-op,220 E 54th St Unit 9N,New York,NY,10022.0,550000.0,1.0,1.0,Midtown Central,,15062.0,1962.0,12.0,,1460.0,Active,April-23-2023 11:00 AM,April-23-2023 12:30 PM,https://www.redfin.com/NY/New-York/220-E-54th-St-10022/unit-9N/home/185009315,REBNY,RPLU-571722402455,N,Y,40.7577685,-73.9681993
88,MLS Listing,,Condo/Co-op,301 E 50th St Unit 9B,New York,NY,10022.0,1595000.0,1.0,1.5,Turtle Bay,947.0,,2014.0,17.0,1684.0,1642.0,Active,,,https://www.redfin.com/NY/New-York/301-E-50th-St-10022/unit-9B/home/108582754,REBNY,RLMX-88390,N,Y,40.7549514,-73.9681149
89,MLS Listing,,Condo/Co-op,959 First Ave Unit 10C,New York,NY,10022.0,2400000.0,2.0,2.0,Turtle Bay,1340.0,,2016.0,18.0,1791.0,1735.0,Active,April-23-2023 11:30 AM,April-23-2023 01:00 PM,https://www.redfin.com/NY/New-York/959-1st-Ave-10022/unit-10C/home/109997403,REBNY,RPLU-33422379924,N,Y,40.7557059,-73.9652383
90,MLS Listing,,Townhouse,333 E 51st St,New York,NY,10022.0,6900000.0,4.0,3.0,Turtle Bay,5322.0,1883.0,1899.0,22.0,1297.0,,Active,,,https://www.redfin.com/NY/New-York/333-E-51st-St-10022/home/45281362,REBNY,RPLU-33422383923,N,Y,40.7551541,-73.9667194
91,MLS Listing,,Condo/Co-op,333 E 53rd St Unit 4H,New York,NY,10022.0,550000.0,1.0,1.0,Sutton,,15163.0,1929.0,22.0,,1744.0,Active,,,https://www.redfin.com/NY/New-York/333-E-53rd-St-10022/unit-4H/home/184898637,REBNY,RPLU-558722384020,N,Y,40.7563215,-73.9656283
92,MLS Listing,,Condo/Co-op,221 E 50th St Unit 6/7D,New York,NY,10022.0,1495000.0,3.0,3.0,Turtle Bay,1400.0,6030.0,1931.0,24.0,1068.0,3268.0,Active,April-23-2023 11:30 AM,April-23-2023 12:30 PM,https://www.redfin.com/NY/New-York/221-E-50th-St-10022/unit-6-7D/home/174302613,REBNY,OLRS-00011639251,N,Y,40.7555802,-73.9698254
93,MLS Listing,,Condo/Co-op,959 First Ave Unit 25A,New York,NY,10022.0,4250000.0,3.0,2.5,Turtle Bay,1959.0,,2016.0,30.0,2169.0,2783.0,Active,,,https://www.redfin.com/NY/New-York/959-1st-Ave-10022/unit-25A/home/112928245,REBNY,RPLU-5122364419,N,Y,40.7557059,-73.9652383
94,MLS Listing,,Condo/Co-op,250 E 53rd St #303,New York,NY,10022.0,2035000.0,2.0,2.5,Turtle Bay,1510.0,10042.0,2006.0,36.0,1348.0,2244.0,Active,,,https://www.redfin.com/NY/New-York/250-E-53rd-St-10022/unit-303/home/45224713,REBNY,RPLU-5122333527,N,Y,40.7567573,-73.9675341
95,MLS Listing,,Condo/Co-op,250 E 53rd St #702,New York,NY,10022.0,1895000.0,2.0,2.0,Turtle Bay,1301.0,10042.0,2006.0,36.0,1457.0,1838.0,Active,,,https://www.redfin.com/NY/New-York/250-E-53rd-St-10022/unit-702/home/45224649,REBNY,RPLU-5122309238,N,Y,40.7567573,-73.9675341
96,MLS Listing,,Condo/Co-op,342 E 53rd St Unit 6-AGH,New York,NY,10022.0,1095000.0,2.0,3.0,Turtle Bay,,7531.0,1958.0,36.0,,4114.0,Active,April-23-2023 01:00 PM,April-23-2023 02:30 PM,https://www.redfin.com/NY/New-York/342-E-53rd-St-10022/unit-6AGH/home/172574653,REBNY,OLRS-1889599,N,Y,40.755811,-73.96552
97,MLS Listing,,Condo/Co-op,221 E 50th St Unit 6-B,New York,NY,10022.0,275000.0,0.0,1.0,Turtle Bay,,6030.0,1931.0,36.0,,1009.0,Active,,,https://www.redfin.com/NY/New-York/221-E-50th-St-10022/unit-6B/home/183779947,REBNY,OLRS-2017885,N,Y,40.7555802,-73.9698254
98,MLS Listing,,Condo/Co-op,319 E 50th St Unit 10F,New York,NY,10022.0,419000.0,0.0,1.0,319 East 50th Street,500.0,,1931.0,36.0,838.0,1178.0,Active,,,https://www.redfin.com/NY/New-York/319-E-50th-St-10022/unit-10F/home/45154672,OneKey,3464930,N,Y,40.754773,-73.96756
99,MLS Listing,,Condo/Co-op,230 E 52nd St Unit 3E,New York,NY,10022.0,515000.0,0.0,1.0,New York,,,1901.0,38.0,,368.0,Active,,,https://www.redfin.com/NY/New-York/230-E-52nd-St-10022/unit-3E/home/45279696,OneKey,H6237373,N,Y,40.7564196,-73.9687484
100,MLS Listing,,Condo/Co-op,349 E 49th St Unit 5G,New York,NY,10017.0,995000.0,2.0,2.0,Turtle Bay,,22593.0,1940.0,38.0,,2763.0,Active,April-21-2023 05:00 PM,April-21-2023 07:00 PM,https://www.redfin.com/NY/New-York/349-E-49th-St-10017/unit-5G/home/102005548,REBNY,RPLU-33422336734,N,Y,40.7536349,-73.9670553
101,MLS Listing,,Condo/Co-op,959 First Ave Unit 21-H,New York,NY,10022.0,3650000.0,3.0,2.5,Turtle Bay,1798.0,,2016.0,43.0,2030.0,2429.0,Active,April-23-2023 12:00 PM,April-23-2023 01:00 PM,https://www.redfin.com/NY/New-York/959-1st-Ave-10022/unit-21H/home/130427965,REBNY,OLRS-1715812,N,Y,40.7557059,-73.9652383
102,MLS Listing,,Condo/Co-op,211 E 53rd St Unit 9-D,New York,NY,10022.0,1395000.0,3.0,2.0,Midtown Central,,15817.0,1959.0,49.0,,3153.0,Active,,,https://www.redfin.com/NY/New-York/211-E-53rd-St-10022/unit-9D/home/45319083,REBNY,OLRS-591607,N,Y,40.7575405,-73.96836
103,MLS Listing,,Condo/Co-op,342 E 53rd St Unit 2-C,New York,NY,10022.0,350000.0,0.0,1.0,Turtle Bay,,7531.0,1958.0,50.0,,939.0,Active,April-22-2023 11:00 AM,April-22-2023 01:00 PM,https://www.redfin.com/NY/New-York/342-E-53rd-St-10022/unit-2C/home/45201165,REBNY,OLRS-136427,N,Y,40.7558223,-73.9655138
104,MLS Listing,,Condo/Co-op,332 E 54th St Unit 1BC,New York,NY,10022.0,1595000.0,2.0,2.0,N/A,1441.0,,1910.0,51.0,1107.0,2624.0,Active,,,https://www.redfin.com/NY/New-York/332-E-54th-St-10022/unit-1BC/home/45154767,OneKey,H6234945,N,Y,40.756661,-73.965593
105,MLS Listing,,Condo/Co-op,300 E 54th St Unit 11H,New York,NY,10022.0,1149000.0,2.0,1.5,Sutton,,24809.0,1978.0,55.0,,1943.0,Active,April-23-2023 11:30 AM,April-23-2023 12:30 PM,https://www.redfin.com/NY/New-York/300-E-54th-St-10022/unit-11H/home/45199365,REBNY,RPLU-558722317287,N,Y,40.7571105,-73.96647
106,MLS Listing,,Condo/Co-op,255 E 49th St Unit 25C,New York,NY,10017.0,1075000.0,1.0,1.0,Turtle Bay,747.0,11559.0,1984.0,56.0,1439.0,946.0,Active,,,https://www.redfin.com/NY/New-York/255-E-49th-St-10017/unit-25C/home/45279880,REBNY,RPLU-33422316182,N,Y,40.7545701,-73.9692417
107,MLS Listing,,Condo/Co-op,300 E 54th St Unit 14-B,New York,NY,10022.0,699000.0,1.0,1.0,Sutton,,24809.0,1978.0,71.0,,1228.0,Active,,,https://www.redfin.com/NY/New-York/300-E-54th-St-10022/unit-14B/home/45166280,REBNY,OLRS-293100,N,Y,40.7571105,-73.96647
108,MLS Listing,,Condo/Co-op,235 E 49th St Unit 11G,New York,NY,10017.0,535000.0,1.0,1.0,Turtle Bay,700.0,9037.0,1926.0,73.0,764.0,2087.0,Active,,,https://www.redfin.com/NY/New-York/235-E-49th-St-10017/unit-11G/home/45154026,REBNY,RPLU-33422261738,N,Y,40.7548095,-73.9696668
109,MLS Listing,,Condo/Co-op,305 E 51st St Unit 11-F,New York,NY,10022.0,2550000.0,2.0,2.0,Turtle Bay,1443.0,15053.0,2013.0,73.0,1767.0,2189.0,Active,April-23-2023 11:30 AM,April-23-2023 01:00 PM,https://www.redfin.com/NY/New-York/305-E-51st-St-10022/unit-11F/home/174307366,REBNY,OLRS-1244536,N,Y,40.7554918,-73.9675345
110,MLS Listing,,Condo/Co-op,333 E 53rd St Unit 12H,New York,NY,10022.0,695000.0,1.0,1.0,Sutton,,15163.0,1929.0,77.0,,2018.0,Active,,,https://www.redfin.com/NY/New-York/333-E-53rd-St-10022/unit-12H/home/45326470,REBNY,RPLU-21922265638,N,Y,40.7563215,-73.9656283
111,MLS Listing,,Condo/Co-op,300 E 54th St Unit 6-D,New York,NY,10022.0,995000.0,1.0,1.5,Sutton,,24809.0,1978.0,84.0,,1803.0,Active,,,https://www.redfin.com/NY/New-York/300-E-54th-St-10022/unit-6-D/home/177079652,REBNY,OLRS-00011960987,N,Y,40.7570829,-73.9663752
112,MLS Listing,,Condo/Co-op,251 E 51st St Unit 5M,New York,NY,10022.0,650000.0,1.0,1.0,Turtle Bay,,15062.0,1960.0,88.0,,1223.0,Active,,,https://www.redfin.com/NY/New-York/251-E-51st-St-10022/unit-5M/home/45154028,REBNY,PRCH-2804756,N,Y,40.7558161,-73.9684016
113,MLS Listing,,Condo/Co-op,249 E 50 St Unit 3-D,New York,NY,10022.0,1075000.0,1.0,1.0,Turtle Bay,699.0,5524.0,1910.0,109.0,1538.0,732.0,Active,,,https://www.redfin.com/NY/New-York/249-E-50th-St-10022/unit-3-D/home/183623903,REBNY,OLRS-2016266,N,Y,40.7552873,-73.9689186
114,MLS Listing,,Condo/Co-op,305 E 51st St Unit 6-G,New York,NY,10022.0,3195000.0,2.0,3.0,Turtle Bay,2144.0,15053.0,2013.0,111.0,1490.0,2741.0,Active,,,https://www.redfin.com/NY/New-York/305-E-51st-St-10022/unit-6G/home/174303808,REBNY,OLRS-1271330,N,Y,40.7554918,-73.9675345
115,MLS Listing,,Condo/Co-op,335 E 51st St Unit 6A,New York,NY,10022.0,929000.0,1.0,1.0,Senate East Condominium,,7538.0,1963.0,122.0,,1100.0,Active,,,https://www.redfin.com/NY/New-York/335-E-51st-St-10022/unit-6A/home/45281180,OneKey,3448930,N,Y,40.7550751,-73.9666391
116,MLS Listing,,Condo/Co-op,245 E 53rd St #2,New York,NY,10022.0,2300000.0,2.0,2.0,Midtown Central,1385.0,2510.0,2019.0,129.0,1661.0,456.0,Active,,,https://www.redfin.com/NY/New-York/245-E-53rd-St-10022/unit-2/home/160694868,REBNY,OLRS-00011811521,N,Y,40.7571499,-73.9676483
117,MLS Listing,,Condo/Co-op,347 E 53rd St Unit 8C,New York,NY,10022.0,875000.0,2.0,1.0,Sutton,900.0,6025.0,1961.0,144.0,972.0,1416.0,Active,,,https://www.redfin.com/NY/New-York/347-E-53rd-St-10022/unit-8C/home/115843928,REBNY,RPLU-33422152003,N,Y,40.756152,-73.9653184
118,MLS Listing,,Condo/Co-op,300 E 54th St Unit 9-B,New York,NY,10022.0,695000.0,1.0,1.0,Sutton,,24809.0,1978.0,168.0,,1184.0,Active,,,https://www.redfin.com/NY/New-York/300-E-54th-St-10022/unit-9B/home/172510730,REBNY,OLRS-00011887734,N,Y,40.7571105,-73.96647
119,MLS Listing,,Condo/Co-op,303 E 49th St Unit 12-B,New York,NY,10017.0,1595000.0,2.0,2.0,Turtle Bay,1243.0,16700.0,1982.0,171.0,1283.0,2051.0,Active,,,https://www.redfin.com/NY/New-York/303-E-49th-St-10017/unit-12-B/home/182574785,REBNY,OLRS-1832049,N,Y,40.7542091,-73.9681566
120,MLS Listing,,Condo/Co-op,305 E 51st St Unit 6D,New York,NY,10022.0,3350000.0,3.0,3.5,Turtle Bay,2142.0,15053.0,2013.0,176.0,1564.0,3056.0,Active,,,https://www.redfin.com/NY/New-York/305-E-51st-St-10022/unit-6D/home/174304062,REBNY,RPLU-33422100001,N,Y,40.7554918,-73.9675345
121,MLS Listing,,Condo/Co-op,305 E 51st St Unit 15-F,New York,NY,10022.0,2575000.0,2.0,2.0,Turtle Bay,1443.0,15053.0,2013.0,203.0,1784.0,2095.0,Active,,,https://www.redfin.com/NY/New-York/305-E-51st-St-10022/unit-15F/home/147154875,REBNY,PRCH-3959295,N,Y,40.7554918,-73.9675345
122,MLS Listing,,Condo/Co-op,235 E 49th St Unit 9F,New York,NY,10017.0,499000.0,1.0,1.0,Turtle Bay,,9037.0,1926.0,204.0,,1720.0,Active,,,https://www.redfin.com/NY/New-York/235-E-49th-St-10017/unit-9F/home/63689151,REBNY,PRCH-3856468,N,Y,40.7548095,-73.9696668
123,MLS Listing,,Condo/Co-op,345 E 50th St Unit 3-D,New York,NY,10022.0,995000.0,1.0,1.5,Turtle Bay,1003.0,8034.0,1900.0,217.0,992.0,1801.0,Active,,,https://www.redfin.com/NY/New-York/345-E-50th-St-10022/unit-3-D/home/181809895,REBNY,OLRS-1997998,N,Y,40.7544437,-73.9668384
124,MLS Listing,,Condo/Co-op,300 E 54th St Unit 20-D,New York,NY,10022.0,950000.0,1.0,1.5,Sutton,,24809.0,1978.0,269.0,,2055.0,Active,,,https://www.redfin.com/NY/New-York/300-E-54th-St-10022/unit-20-D/home/180683648,REBNY,OLRS-1991796,N,Y,40.7570829,-73.9663752
125,MLS Listing,,Condo/Co-op,300 E 54th St Unit 26-B,New York,NY,10022.0,729000.0,1.0,1.0,Sutton,,24809.0,1978.0,270.0,,1357.0,Active,,,https://www.redfin.com/NY/New-York/300-E-54th-St-10022/unit-26-B/home/180678658,REBNY,OLRS-1991731,N,Y,40.7570829,-73.9663752
126,MLS Listing,,Condo/Co-op,959 First Ave Unit 25-H,New York,NY,10022.0,4200000.0,3.0,2.5,Turtle Bay,1798.0,,2016.0,270.0,2336.0,2554.0,Active,,,https://www.redfin.com/NY/New-York/959-1st-Ave-10022/unit-25H/home/115127846,REBNY,OLRS-1515377,N,Y,40.7557059,-73.9652383
127,MLS Listing,,Condo/Co-op,959 First Ave Unit 6P,New York,NY,10022.0,2695000.0,2.0,2.5,Turtle Bay,1428.0,,2016.0,284.0,1887.0,1811.0,Active,,,https://www.redfin.com/NY/New-York/959-1st-Ave-10022/unit-6P/home/114897134,REBNY,PRCH-3848542,N,Y,40.7557059,-73.9652383
128,MLS Listing,,Condo/Co-op,251 E 51st St Ofc a,New York,NY,10022.0,719000.0,0.0,1.0,Turtle Bay,925.0,15062.0,1960.0,306.0,777.0,2050.0,Active,,,https://www.redfin.com/NY/New-York/251-E-51st-St-10022/unit-a/home/179821725,REBNY,PRCH-3829715,N,Y,40.7558161,-73.9684016
129,MLS Listing,,Condo/Co-op,305 E 51st St Unit 11B,New York,NY,10022.0,2795000.0,2.0,2.0,Turtle Bay,1518.0,15053.0,2013.0,350.0,1841.0,2172.0,Active,,,https://www.redfin.com/NY/New-York/305-E-51st-St-10022/unit-11B/home/169251185,REBNY,PRCH-3754128,N,Y,40.7554918,-73.9675345
130,MLS Listing,,Condo/Co-op,301 E 50th St Unit 4-B,New York,NY,10022.0,2350000.0,2.0,2.5,Turtle Bay,1564.0,,2014.0,394.0,1503.0,2646.0,Active,,,https://www.redfin.com/NY/New-York/301-E-50th-St-10022/unit-4B/home/108582544,REBNY,OLRS-1458062,N,Y,40.7549514,-73.9681149
131,MLS Listing,,Condo/Co-op,300 E 54th St Unit 28-G,New York,NY,10022.0,695000.0,1.0,1.0,Sutton,,24809.0,1978.0,428.0,,1443.0,Active,April-23-2023 04:00 PM,April-23-2023 05:00 PM,https://www.redfin.com/NY/New-York/300-E-54th-St-10022/unit-28G/home/45325039,REBNY,OLRS-729043,N,Y,40.7571105,-73.96647
132,MLS Listing,,Condo/Co-op,310 E 53rd St Unit 10A,New York,NY,10022.0,2480000.0,2.0,2.5,Turtle Bay,1603.0,15383.0,2006.0,545.0,1547.0,2587.0,Active,,,https://www.redfin.com/NY/New-York/310-E-53rd-St-10022/unit-10A/home/45192625,REBNY,RPLU-5121404486,N,Y,40.756366,-73.967001
133,MLS Listing,,Condo/Co-op,300 W 30TH St Unit 12B,New York,NY,10001.0,1855000.0,1.0,1.5,Chelsea,768.0,6635.0,1900.0,6.0,2415.0,1239.0,Active,,,https://www.redfin.com/NY/New-York/300-W-30th-St-10001/unit-12B/home/185123468,REBNY,RPLU-33422414480,N,Y,40.7497079,-73.9956918
134,MLS Listing,,Condo/Co-op,300 W 30TH St Unit 13B,New York,NY,10001.0,1695000.0,1.0,1.5,Chelsea,768.0,6635.0,1900.0,39.0,2207.0,1045.0,Active,,,https://www.redfin.com/NY/New-York/300-W-30th-St-10001/unit-13B/home/184698978,REBNY,RPLU-33422349340,N,Y,40.7497079,-73.9956918
135,MLS Listing,,Condo/Co-op,300 W 30TH St Unit 5F,New York,NY,10001.0,1070000.0,1.0,1.0,Chelsea,607.0,6635.0,1900.0,65.0,1763.0,785.0,Active,,,https://www.redfin.com/NY/New-York/300-W-30th-St-10001/unit-5F/home/184293475,REBNY,RPLU-33422299709,N,Y,40.7497079,-73.9956918
136,MLS Listing,,Condo/Co-op,300 W 30TH St Unit 3E,New York,NY,10001.0,995000.0,0.0,1.0,Chelsea,520.0,6635.0,1900.0,157.0,1913.0,698.0,Active,,,https://www.redfin.com/NY/New-York/300-W-30th-St-10001/unit-3E/home/182855804,REBNY,RPLU-33422134078,N,Y,40.7497079,-73.9956918
137,MLS Listing,,Condo/Co-op,99 John St #1107,New York,NY,10038.0,950000.0,1.0,1.0,Financial District,664.0,29668.0,1933.0,29.0,1431.0,638.0,Active,,,https://www.redfin.com/NY/New-York/99-John-St-10038/unit-1107/home/45219723,REBNY,PRCH-7518185,N,Y,40.7083595,-74.0060041
138,MLS Listing,,Condo/Co-op,99 John St #2408,New York,NY,10038.0,1070000.0,1.0,1.0,Financial District,798.0,29668.0,1933.0,1.0,1341.0,671.0,Active,,,https://www.redfin.com/NY/New-York/99-John-St-10038/unit-2408/home/45220250,REBNY,RPLU-33421966013,N,Y,40.7083595,-74.0060041
139,MLS Listing,,Condo/Co-op,170 John St Unit PHC,New York,NY,10038.0,1995000.0,3.0,2.5,Financial District,1362.0,5082.0,1838.0,2.0,1465.0,1590.0,Active,April-23-2023 11:00 AM,April-23-2023 12:00 PM,https://www.redfin.com/NY/New-York/170-John-St-10038/unit-PHC/home/45237000,REBNY,RPLU-5122406369,N,Y,40.7060643,-74.0043451
140,MLS Listing,,Condo/Co-op,67 Liberty St #7,New York,NY,10005.0,1125000.0,1.0,1.0,Financial District,1246.0,2102.0,1920.0,3.0,903.0,1054.0,Active,April-23-2023 02:00 PM,April-23-2023 03:00 PM,https://www.redfin.com/NY/New-York/67-Liberty-St-10005/unit-7/home/53327303,REBNY,OLRS-00011890645,N,Y,40.7091489,-74.0097496
141,MLS Listing,,Condo/Co-op,5 Beekman St Unit 22C,New York,NY,10038.0,1425000.0,1.0,1.0,Financial District,703.0,,2015.0,3.0,2027.0,1315.0,Active,,,https://www.redfin.com/NY/New-York/5-Beekman-St-10038/unit-22C/home/115374610,REBNY,PRCH-3744896,N,Y,40.7114295,-74.0068285
142,MLS Listing,,Condo/Co-op,130 WILLIAM St Ph 63A,New York,NY,10038.0,8995000.0,3.0,3.5,Financial District,2542.0,17384.0,2019.0,4.0,3539.0,2314.0,Active,April-23-2023 11:00 AM,April-23-2023 12:30 PM,https://www.redfin.com/NY/New-York/130-William-St-10038/unit-63A/home/161041273,REBNY,RPLU-33422403863,N,Y,40.7091434,-74.0064461
143,MLS Listing,,Condo/Co-op,99 John St #1203,New York,NY,10038.0,655000.0,0.0,1.0,Financial District,521.0,29668.0,1933.0,8.0,1257.0,435.0,Active,,,https://www.redfin.com/NY/New-York/99-John-St-10038/unit-1203/home/45219698,REBNY,RLMX-88618,N,Y,40.7083595,-74.0060041
144,MLS Listing,,Condo/Co-op,77 Fulton St Unit 3-F,New York,NY,10038.0,610000.0,1.0,1.0,New York,637.0,,1971.0,9.0,958.0,617.0,Active,,,https://www.redfin.com/NY/New-York/77-Fulton-St-10038/unit-3-F/home/185083365,OneKey,H6242786,N,Y,40.7090783,-74.004535
145,MLS Listing,,Condo/Co-op,111 Fulton St #705,New York,NY,10038.0,720000.0,0.0,1.0,Financial District,588.0,23298.0,1940.0,11.0,1224.0,844.0,Active,,,https://www.redfin.com/NY/New-York/111-Fulton-St-10038/unit-705/home/45220393,REBNY,OLRS-466773,N,Y,40.70985,-74.0067829
146,MLS Listing,,Condo/Co-op,165 Park Row Unit 17A,New York,NY,10038.0,925000.0,2.0,1.0,Civic Center,1100.0,186750.0,1962.0,14.0,841.0,1601.0,Active,,,https://www.redfin.com/NY/New-York/165-Park-Row-10038/unit-17A/home/45139821,REBNY,RLMX-88474,N,Y,40.7122577,-74.0004207
147,MLS Listing,,Condo/Co-op,117 Beekman St Unit 7A,New York,NY,10038.0,3999999.0,3.0,2.0,South Street Seaport,1660.0,6481.0,1908.0,15.0,2410.0,4454.0,Active,,,https://www.redfin.com/NY/New-York/117-Beekman-St-10038/unit-7A/home/45237109,REBNY,PRCH-7534774,N,Y,40.7077408,-74.0034103
148,MLS Listing,,Condo/Co-op,100 Beekman Unit 19L,New York,NY,10038.0,990000.0,2.0,1.0,South Street Seaport,,,1971.0,16.0,,878.0,Active,,,https://www.redfin.com/NY/New-York/100-Beekman-St-10038/unit-19L/home/184956877,OneKey,3469419,N,Y,40.7086002,-74.0033414
149,MLS Listing,,Condo/Co-op,5 Beekman St Unit 20-B,New York,NY,10038.0,1850000.0,1.0,1.0,Financial District,855.0,,2015.0,17.0,2164.0,1600.0,Active,,,https://www.redfin.com/NY/New-York/5-Beekman-St-10038/unit-20B/home/144221267,REBNY,OLRS-00011363856,N,Y,40.7114295,-74.0068285
150,MLS Listing,,Condo/Co-op,215 Park Row Unit 16-D,New York,NY,10038.0,900000.0,2.0,1.0,Civic Center,939.0,186750.0,1962.0,21.0,958.0,1546.0,Active,April-23-2023 11:00 AM,April-23-2023 12:00 PM,https://www.redfin.com/NY/New-York/215-Park-Row-10038/unit-16-D/home/184905142,REBNY,OLRS-2030116,N,Y,40.7127474,-73.9993651
151,MLS Listing,,Condo/Co-op,99 John St #1606,New York,NY,10038.0,2200000.0,3.0,3.0,Financial District,1670.0,29668.0,1933.0,22.0,1317.0,1393.0,Active,,,https://www.redfin.com/NY/New-York/99-John-St-10038/unit-1606/home/45219774,REBNY,RPLU-33421750736,N,Y,40.7083595,-74.0060041
152,MLS Listing,,Condo/Co-op,130 William St Unit 10D,New York,NY,10038.0,1500000.0,1.0,1.0,Financial District,863.0,17384.0,2019.0,23.0,1738.0,576.0,Active,,,https://www.redfin.com/NY/New-York/130-William-St-10038/unit-10D/home/173451240,REBNY,PRCH-7522697,N,Y,40.7091434,-74.0064461
153,MLS Listing,,Condo/Co-op,299 Pearl St Unit 1-D,New York,NY,10038.0,960000.0,2.0,1.0,Financial District,,357935.0,1971.0,23.0,,863.0,Active,,,https://www.redfin.com/NY/New-York/299-Pearl-St-10038/unit-1-D/home/184880265,REBNY,OLRS-2029800,N,Y,40.7088441,-74.0028823
154,MLS Listing,,Condo/Co-op,333 Pearl St Unit 25-H,New York,NY,10038.0,749000.0,1.0,1.0,Financial District,,357935.0,1971.0,23.0,,722.0,Active,April-23-2023 01:15 PM,April-23-2023 02:15 PM,https://www.redfin.com/NY/New-York/333-Pearl-St-10038/unit-25-H/home/184878247,REBNY,OLRS-2029755,N,Y,40.7094963,-74.0023075
155,MLS Listing,,Condo/Co-op,99 John St #715,New York,NY,10038.0,935000.0,1.0,1.0,Financial District,837.0,29668.0,1933.0,24.0,1117.0,660.0,Active,,,https://www.redfin.com/NY/New-York/99-John-St-10038/unit-715/home/45220050,REBNY,RLMX-88253,N,Y,40.7083595,-74.0060041
156,MLS Listing,,Condo/Co-op,99 John St #706,New York,NY,10038.0,1498000.0,3.0,2.0,Financial District,1120.0,29668.0,1933.0,24.0,1338.0,945.0,Active,,,https://www.redfin.com/NY/New-York/99-John-St-10038/unit-706/home/45220059,REBNY,RLMX-88254,N,Y,40.7083595,-74.0060041
157,MLS Listing,,Condo/Co-op,99 John St #1205,New York,NY,10038.0,670000.0,0.0,1.0,Financial District,566.0,29668.0,1933.0,25.0,1184.0,460.0,Active,April-23-2023 03:00 PM,April-23-2023 04:00 PM,https://www.redfin.com/NY/New-York/99-John-St-10038/unit-1205/home/45219696,REBNY,OLRS-0001476303,N,Y,40.7083595,-74.0060041
158,MLS Listing,,Condo/Co-op,150 Nassau St Unit 8D,New York,NY,10038.0,925000.0,1.0,1.0,Financial District,683.0,9400.0,1895.0,28.0,1354.0,813.0,Active,,,https://www.redfin.com/NY/New-York/150-Nassau-St-10038/unit-8D/home/45119164,REBNY,RPLU-33422368862,N,Y,40.7114624,-74.0059409
